AverageAmountTransaction,TransactionAmount,IsDeclined,TotalNumberOfDeclines,isForeignTransaction,isFradulent
898.1056593,4490.528297,0,0,0,0
866.068007,6062.476049,0,5,0,0
292.0606699,2920.606699,0,1,0,0
296.3706656,8298.378637,0,0,0,0
620.0755269,5580.679742,0,0,0,0
992.8358237,10921.19406,0,0,0,0
123.1615742,1354.777316,0,0,0,0
399.1900348,0,0,0,0,0
765.5517243,21435.44828,0,0,0,0
306.2600404,7350.24097,0,0,1,0
791.9249215,2375.774765,0,0,1,0
527.4927817,2637.463909,0,0,0,0
656.3685964,18378.3207,0,0,0,0
175.9426771,1231.59874,0,0,0,0
764.0368711,6112.294969,0,0,1,0
862.508324,21562.7081,0,0,0,0
527.5805358,14772.255,0,0,0,0
525.1491252,11553.28075,0,0,0,0
523.3362839,10466.72568,0,0,0,0
296.3328,0,0,0,1,0
231.9708069,2783.649683,0,0,0,0
615.4655337,6770.120871,0,0,0,0
718.5071139,10059.09959,0,0,0,0
938.1873711,7505.498969,0,0,0,0
681.8152601,12954.48994,0,0,0,0
62.46266579,874.4773211,0,0,0,0
65.74840168,1183.47123,0,0,0,0
365.1333623,10588.86751,0,0,0,0
166.9837815,166.9837815,0,0,0,0
203.7188665,2444.626398,0,4,0,0
146.4119144,3074.650202,0,0,0,0
376.1595798,7523.191596,0,0,0,0
206.8344243,3723.019637,0,6,0,0
527.9947945,13727.86466,0,0,0,0
912.1798465,17331.41708,0,0,0,0
888.4147352,21321.95364,0,4,0,0
310.8060209,7459.344502,0,0,0,0
117.4985881,1292.484469,0,0,0,0
631.0426792,4417.298754,0,0,0,0
98.8178528,2668.082026,0,0,0,0
566.5202995,16995.60899,0,0,0,0
129.298287,2844.562314,0,0,0,0
200.5866506,601.7599518,0,0,0,0
289.7171796,3766.323335,0,0,0,0
992.7498098,17869.49658,0,1,0,0
540.9996818,12442.99268,0,0,1,0
314.0772256,3768.926707,0,0,0,0
854.1766719,20500.24013,0,0,0,0
279.9164251,2239.331401,0,0,0,0
40.85319545,367.6787591,0,0,0,0
865.5540299,20773.29672,0,2,0,0
529.6572068,7415.200895,0,0,0,0
213.5880344,0,0,0,0,0
306.6302428,306.6302428,0,0,1,0
10.13506361,212.8363358,0,0,0,0
952.2256378,12378.93329,0,0,0,0
17.78054896,444.513724,0,0,0,0
860.4399776,11185.71971,0,0,1,0
771.5095964,21602.2687,0,0,0,0
846.8021176,22016.85506,0,0,0,0
643.6216772,1287.243354,0,0,0,0
391.9220009,11365.73803,0,1,0,0
152.1042399,2585.772078,0,0,1,0
537.2434943,15580.06133,0,0,1,0
335.9331277,5038.996916,0,0,0,0
70.67558917,848.10707,0,0,0,0
98.47865958,492.3932979,0,0,1,0
232.9634214,6057.048956,0,5,0,0
873.5116077,24458.32502,0,0,0,0
102.6990951,2464.778282,0,0,0,0
631.3324317,18308.64052,0,0,0,0
966.1965966,3864.786386,0,0,0,0
683.7534873,5470.027898,0,0,0,0
350.7991929,8769.979823,0,0,0,0
250.8916656,0,0,0,0,0
412.7377337,11969.39428,0,0,0,0
411.9448641,5355.283233,0,0,0,0
225.9983545,3615.973672,0,0,0,0
472.2439703,472.2439703,0,0,0,0
613.2091268,4905.673014,0,0,0,0
497.1805126,11932.3323,0,1,0,0
409.4843345,1637.937338,0,0,1,0
39.77823661,716.008259,0,0,1,0
987.8902484,18769.91472,0,0,0,0
501.2647389,8521.500561,0,0,0,0
812.1777179,8933.954897,0,2,0,0
530.7618268,3184.570961,0,0,0,0
523.0975482,6277.170578,0,0,0,0
493.8413954,5926.096745,0,0,0,0
51.45765132,463.1188619,0,0,0,0
533.8957892,533.8957892,0,0,1,0
308.8789098,926.6367294,0,0,1,0
664.1686305,14611.70987,0,6,0,0
501.2381465,5513.619612,0,0,0,0
713.5427075,9276.055198,0,0,0,0
984.0674846,13776.94478,0,1,0,0
783.45947,3133.83788,0,0,0,0
310.0229388,7440.550531,0,1,0,0
21.52201828,559.5724753,0,0,0,0
534.0265611,11748.58434,0,0,0,0
47.28350856,1276.654731,0,0,0,0
469.8180639,11745.4516,0,0,0,0
164.6135871,164.6135871,0,0,0,0
930.4314472,27912.94342,0,0,0,0
718.558913,11496.94261,0,0,0,0
936.9469152,936.9469152,0,0,0,0
435.4489871,5225.387845,0,0,0,0
385.5979448,6940.763006,0,0,0,0
413.7246698,6619.594717,0,0,0,0
464.9235673,2324.617837,0,0,0,0
152.7989338,1527.989338,0,0,0,0
869.7311365,2609.19341,0,6,0,0
424.3075808,9334.766778,0,0,0,0
102.7535061,1746.809604,0,2,0,0
380.151067,4561.812804,0,0,0,0
228.9770447,228.9770447,0,0,1,0
186.8883948,0,0,0,0,0
86.3135636,776.8220724,0,2,0,0
149.0483188,2682.869738,0,3,0,0
62.22177101,1368.878962,0,0,0,0
671.2096235,14766.61172,0,5,0,0
491.0186802,8347.317563,0,0,0,0
994.1711113,0,0,0,0,0
645.07165,18062.0062,0,0,1,0
417.0427642,2919.299349,0,0,0,0
568.7886679,5119.098011,0,0,0,0
196.2136479,5297.768493,0,0,0,0
965.2433657,17374.38058,0,0,1,0
346.2256318,346.2256318,0,0,0,0
100.7469885,2417.927724,0,0,1,0
861.0102791,5166.061675,0,0,0,0
961.4787821,11537.74539,0,6,0,0
151.5412132,1666.953345,0,0,0,0
218.107283,3271.609245,0,6,0,0
152.9526931,1529.526931,0,0,0,0
665.5853612,5324.68289,0,0,0,0
648.8878082,3893.326849,0,0,0,0
770.6434466,10789.00825,0,0,1,0
781.9515906,14075.12863,0,0,0,0
104.6369234,2302.012315,0,0,0,0
214.2782276,3857.008097,0,0,0,0
23.60243627,0,0,0,0,0
642.6249223,14780.37321,0,0,0,0
851.2575795,5107.545477,0,6,0,0
119.3069239,2982.673098,0,0,0,0
310.5582843,4037.257696,0,1,0,0
110.007624,2640.182976,0,0,0,0
767.3412058,21485.55376,0,0,0,0
686.8247506,17857.44352,0,0,1,0
357.2455622,9288.384617,0,0,0,0
456.4103762,2282.051881,0,4,0,0
355.6947319,4624.031515,0,0,0,0
449.6412479,5845.336223,0,0,0,0
803.7360184,3214.944074,0,0,1,0
79.22762322,2376.828697,0,0,0,0
60.58778153,1575.28232,0,0,0,0
934.5224073,14952.35852,0,0,0,0
283.7282112,6809.477069,0,0,0,0
71.69631664,1649.015283,0,0,0,0
870.6978544,0,0,0,0,0
828.4100331,1656.820066,0,0,0,0
988.5677885,4942.838943,0,0,0,0
967.536767,27091.02948,0,0,0,0
77.48085986,697.3277387,0,0,0,0
974.2055622,4871.027811,0,0,0,0
334.0482992,6012.869386,0,6,0,0
782.9735627,10178.65632,0,1,0,0
868.6940641,13899.10503,0,0,0,0
890.8021377,26724.06413,0,0,0,0
240.5233089,6013.082723,0,0,0,0
239.6170444,958.4681776,0,0,0,0
902.3932677,18047.86535,0,0,0,0
900.7780755,21618.67381,0,0,0,0
938.9816626,10328.79829,0,0,0,0
321.6215418,3537.83696,0,0,0,0
209.8624028,1469.03682,0,0,1,0
971.2146688,4856.073344,0,0,0,0
326.5310733,9142.870052,0,0,0,0
634.608333,6346.08333,0,0,0,0
888.4625494,24876.95138,0,0,0,0
113.3466493,2606.972934,0,0,0,0
723.8189798,723.8189798,0,0,1,0
787.3743977,19684.35994,0,0,0,0
691.8998036,9686.59725,0,0,0,0
878.2324089,14929.95095,0,0,0,0
366.3829346,8426.807496,0,0,0,0
202.2090186,2022.090186,0,0,0,0
505.6010922,3539.207645,0,0,0,0
765.1264699,20658.41469,0,0,0,0
494.2425884,8896.366591,0,0,0,0
79.55197475,954.623697,0,0,0,0
912.3725339,23721.68588,0,2,0,0
139.6437436,3072.162359,0,0,0,0
67.969751,1631.274024,0,0,0,0
303.8787079,303.8787079,0,0,0,0
546.9941245,10939.88249,0,0,0,0
489.2737983,8806.928369,0,1,0,0
849.4673427,2548.402028,0,0,1,0
994.4646027,15911.43364,0,0,1,0
415.365899,5815.122586,0,0,1,0
904.350876,7234.807008,0,0,0,0
53.99449379,809.9174069,0,0,0,0
249.6092298,6489.839975,0,0,1,0
774.7047234,4648.22834,0,0,0,0
979.5274801,0,0,0,0,0
950.95113,16166.16921,0,0,0,0
533.0267792,12259.61592,0,0,0,0
15.61574905,343.5464791,0,0,0,0
779.9998753,13259.99788,0,0,0,0
260.0306239,3380.398111,0,0,0,0
117.9639353,1651.495094,0,0,0,0
331.306992,4969.60488,0,0,0,0
361.4048619,1084.214586,0,1,0,0
242.175129,5812.203096,0,5,0,0
528.1646808,15316.77574,0,0,0,0
951.6094128,16177.36002,0,0,0,0
491.8025341,983.6050682,0,5,0,0
109.5781371,1753.250194,0,0,0,0
177.0337202,2832.539523,0,0,0,0
634.751585,9521.273775,0,5,0,0
467.7990919,7016.986379,0,0,0,0
476.6770881,5243.447969,0,0,0,0
354.9006412,1774.503206,0,0,0,0
502.4265952,5024.265952,0,0,0,0
147.3741469,3831.727819,0,3,0,0
70.71279051,919.2662766,0,0,0,0
535.9219977,5359.219977,0,0,0,0
370.7169032,4448.602838,0,0,0,0
681.4080106,16353.79225,0,3,0,0
258.7715643,2587.715643,0,0,0,0
205.5083867,3493.642574,0,5,0,0
646.1567653,18092.38943,0,0,0,0
214.1245229,1284.747137,0,0,0,0
438.4793422,10523.50421,0,0,0,0
317.2745703,3490.020273,0,0,0,0
721.75183,7939.27013,0,0,0,0
950.4055516,20908.92214,0,0,0,0
470.5214957,7998.865427,0,0,0,0
167.416533,2176.414929,0,0,0,0
813.2147357,813.2147357,0,0,1,0
760.4026564,10645.63719,0,0,0,0
426.8611966,11952.1135,0,0,0,0
453.7549991,5898.814988,0,0,0,0
207.6414459,4360.470364,0,0,0,0
80.55682561,1127.795559,0,0,0,0
720.274822,20887.96984,0,0,0,0
140.3885603,2105.828405,0,0,0,0
262.8345814,1314.172907,0,0,0,0
236.9948969,2606.943866,0,0,0,0
994.9872011,18904.75682,0,0,0,0
284.8343405,4557.349448,0,1,0,0
589.0571821,15315.48673,0,0,0,0
74.34093079,743.4093079,0,0,0,0
31.19172007,343.1089208,0,0,0,0
205.1186699,5743.322757,0,0,0,0
853.271362,23038.32677,0,0,0,0
454.585257,4091.267313,0,0,0,0
330.6639474,0,0,0,0,0
742.4557002,19303.84821,0,2,1,0
959.7141485,18234.56882,0,3,1,0
236.4571595,1655.200117,0,0,0,0
366.4408559,3297.967703,0,0,0,0
900.9657918,11712.55529,0,4,0,0
820.4086873,4922.452124,0,0,1,0
108.0366596,648.2199576,0,0,0,0
793.4039636,2380.211891,0,0,1,0
305.4780268,0,0,0,0,0
645.4808533,645.4808533,0,0,0,0
924.7720703,2774.316211,0,0,0,0
343.4040662,5151.060993,0,0,0,0
670.9363477,14760.59965,0,0,0,0
875.3891965,15757.00554,0,6,0,0
812.4080379,1624.816076,0,5,0,0
216.2755969,3244.133954,0,0,0,0
271.7648081,7609.414627,0,0,0,0
960.4323617,5762.59417,0,2,0,0
908.0677807,3632.271123,0,0,0,0
457.2117028,11887.50427,0,0,0,0
828.3162433,15738.00862,0,4,0,0
636.9243118,2547.697247,0,0,0,0
374.8209988,3373.388989,0,8,0,0
865.8621009,25975.86303,0,0,0,0
20.53872105,287.5420947,0,0,1,0
699.5611201,11192.97792,0,0,0,0
479.8838579,8637.909442,0,0,0,0
494.4024522,11371.2564,0,0,0,0
453.2917794,10879.00271,0,0,0,0
588.4226094,6472.648703,0,0,0,0
444.4585881,1777.834352,0,0,0,0
161.7877864,2265.02901,0,0,0,0
301.6586673,904.9760019,0,0,0,0
18.19954524,436.7890858,0,0,0,0
710.1299289,20593.76794,0,0,0,0
94.85828742,1612.590886,0,0,0,0
90.55621124,90.55621124,0,0,0,0
476.9598185,953.919637,0,3,0,0
71.7668245,1650.636964,0,0,0,0
260.5499071,1042.199628,0,0,0,0
667.9883995,10687.81439,0,0,0,0
701.9198833,2807.679533,0,0,0,0
833.7608581,16675.21716,0,0,0,0
921.1322117,27633.96635,0,0,0,0
81.44378018,895.881582,0,0,0,0
30.7483322,461.224983,0,0,0,0
24.99837437,274.9821181,0,2,0,0
114.7660913,2180.555735,0,0,0,0
660.1286184,15843.08684,0,0,1,0
937.4655299,12187.05189,0,0,1,0
999.1947062,26978.25707,0,0,0,0
970.95401,12622.40213,0,0,0,0
692.3463816,15231.6204,0,0,0,0
806.4103521,4838.462113,0,0,0,0
863.3597442,863.3597442,0,0,0,0
772.3682727,10813.15582,0,0,0,0
465.6734136,8847.794858,0,0,1,0
489.4999249,1957.9997,0,0,0,0
256.2514605,3843.771908,0,0,0,0
552.1291886,16011.74647,0,0,0,0
689.7570786,5518.056629,0,0,1,0
429.2798246,8156.316667,0,1,0,0
414.5332266,12435.9968,0,0,0,0
662.7658508,9278.721911,0,0,0,0
957.7512359,24901.53213,0,0,0,0
366.934632,9173.3658,0,4,0,0
799.8988608,22397.1681,0,0,0,0
536.652741,1609.958223,0,0,0,0
210.8741372,2741.363784,0,0,0,0
254.6987928,6876.867406,0,0,0,0
369.2840056,0,0,0,1,0
581.6288444,16867.23649,0,0,1,0
899.7523182,1799.504636,0,0,0,0
204.9287794,1229.572676,0,5,0,0
766.8051873,20703.74006,0,4,0,0
152.9351385,611.740554,0,4,0,0
70.54453977,0,0,1,0,0
104.5537563,1254.645076,0,4,0,0
717.3397203,10760.0958,0,0,1,0
180.9739688,3800.453345,0,0,0,0
362.2507667,5071.510734,0,0,0,0
316.2852299,5376.848908,0,0,1,0
305.113986,7017.621678,0,0,0,0
986.464559,14796.96839,0,0,0,0
883.1434881,12364.00883,0,1,0,0
269.3449873,2693.449873,0,0,0,0
798.2538165,16763.33015,0,0,0,0
220.4118382,4187.824926,0,0,1,0
580.4005391,16831.61563,0,0,0,0
7.438057415,96.6947464,0,0,0,0
522.364572,3656.552004,0,6,0,0
354.2113665,10626.341,0,0,0,0
395.5872135,9098.505911,0,0,0,0
141.2026094,1129.620875,0,1,0,0
586.8798346,5868.798346,0,0,0,0
598.2471305,17349.16678,0,0,1,0
543.9544327,2719.772164,0,0,0,0
27.26971959,245.4274763,0,0,0,0
294.062671,2058.438697,0,0,0,0
974.4316186,24360.79047,0,0,0,0
147.3076536,147.3076536,0,0,0,0
818.435847,23734.63956,0,0,0,0
18.29195502,109.7517301,0,0,1,0
591.6730807,10650.11545,0,0,0,0
534.5470786,11760.03573,0,3,0,0
487.462776,10724.18107,0,0,0,0
328.9072018,4275.793623,0,0,0,0
623.1687092,13709.7116,0,0,0,0
347.4760977,1389.904391,0,0,0,0
147.8878797,295.7757594,0,0,0,0
297.7885827,8338.080316,0,3,0,0
133.0998451,3593.695818,0,4,0,0
257.3432173,1801.402521,0,0,0,0
330.5324268,2313.726988,0,0,0,0
142.8416548,1999.783167,0,0,0,0
96.72327404,1063.956014,0,0,0,0
909.7522449,25473.06286,0,0,1,0
846.1388146,24538.02562,0,0,0,0
200.3626725,5009.066813,0,0,0,0
919.0079436,24813.21448,0,0,0,0
333.6765248,9009.26617,0,0,0,0
823.7905758,14828.23036,0,0,0,0
188.0496771,1316.34774,0,0,0,0
744.8022729,4468.813637,0,0,0,0
818.9386211,15559.8338,0,0,0,0
381.08736,0,0,0,0,0
178.411712,3211.410816,0,0,0,0
763.9893734,12987.81935,0,0,0,0
93.78752575,0,0,0,1,0
657.2020648,8543.626842,0,0,0,0
536.8710664,4294.968531,0,0,0,0
328.9785598,0,0,0,0,0
966.3692154,2899.107646,0,0,0,0
768.3669651,2305.100895,0,0,0,0
266.7788614,7736.586981,0,0,0,0
977.6033174,22484.8763,0,0,1,0
516.4123634,9811.834905,0,0,0,0
560.6187727,7848.662818,0,0,0,0
216.9332464,650.7997392,0,4,0,0
350.839702,9121.832252,0,0,0,0
679.9693288,2719.877315,0,0,0,0
769.8602607,18476.64626,0,0,0,0
437.2174398,9618.783676,0,0,1,0
731.0529155,16083.16414,0,0,0,0
564.0291267,564.0291267,0,0,1,0
621.5079074,12430.15815,0,0,0,0
463.0165098,926.0330196,0,0,0,0
464.9819413,5579.783296,0,0,0,0
694.7861373,4168.716824,0,0,0,0
147.6496012,1033.547208,0,4,0,0
352.5517441,6345.931394,0,0,0,0
342.3816945,7532.397279,0,0,0,0
430.8114242,430.8114242,0,0,1,0
913.8312984,10965.97558,0,0,0,0
53.19147758,691.4892085,0,0,0,0
520.3349974,13528.70993,0,0,0,0
630.7852684,3153.926342,0,0,0,0
296.2787278,5333.0171,0,0,0,0
263.0209924,6575.52481,0,0,0,0
386.0123467,1930.061734,0,0,0,0
331.426718,7954.241232,0,0,0,0
168.3523854,0,0,0,0,0
764.6983576,1529.396715,0,0,0,0
987.8641789,11854.37015,0,0,0,0
392.7683894,9033.672956,0,0,0,0
475.6859198,4281.173278,0,0,0,0
184.9849308,4069.668478,0,0,0,0
189.6390626,2844.585939,0,0,0,0
513.5806632,0,0,0,0,0
922.110521,22130.6525,0,0,0,0
903.0065395,18963.13733,0,1,0,0
758.5428636,15929.40014,0,0,1,0
841.0712877,5887.499014,0,0,0,0
21.17863641,63.53590923,0,1,0,0
234.5748482,1172.874241,0,0,0,0
142.4026221,4272.078663,0,2,1,0
805.380708,20939.89841,0,0,0,0
190.3188267,2093.507094,0,0,0,0
979.4867996,13712.81519,0,0,0,0
378.4951729,1892.475865,0,5,0,0
800.8383408,4004.191704,0,0,0,0
104.7375247,1675.800395,0,0,0,0
276.6084992,7468.429478,0,5,0,0
710.6938208,18478.03934,0,0,0,0
978.0485146,3912.194058,0,0,1,0
870.7019544,24379.65472,0,0,0,0
527.101438,15285.9417,0,0,0,0
281.5118871,0,0,0,0,0
998.3917078,17971.05074,0,0,1,0
176.5628143,176.5628143,0,0,0,0
604.8891588,13912.45065,0,0,1,0
674.0469714,6740.469714,0,0,0,0
242.683569,6067.089225,0,0,1,0
382.9491947,11488.47584,0,0,0,0
809.2980771,12948.76923,0,0,0,0
303.0473788,2121.331652,0,0,0,0
543.2108173,12493.8488,0,0,0,0
597.5883336,10756.59,0,0,0,0
696.7821391,13238.86064,0,0,0,0
244.0258922,488.0517844,0,0,0,0
646.4714871,14222.37272,0,0,0,0
293.8060975,4700.89756,0,0,0,0
372.9341899,8577.486368,0,0,0,0
902.0298855,0,0,3,1,0
354.2044561,2125.226737,0,0,0,0
775.3821889,22486.08348,0,0,0,0
503.7750617,3022.65037,0,6,0,0
896.5596267,17931.19253,0,5,0,0
459.066077,8722.255463,0,0,0,0
553.2370417,16597.11125,0,0,0,0
756.4099142,6051.279314,0,0,0,0
813.994494,0,0,2,0,0
351.6396167,2813.116934,0,0,0,0
294.7162034,4715.459254,0,0,0,0
607.5146221,4252.602355,0,0,0,0
12.27570287,306.8925718,0,0,1,0
236.1417957,708.4253871,0,1,0,0
97.28273716,680.9791601,0,0,0,0
112.131824,224.263648,0,0,1,0
222.4210717,889.6842868,0,0,0,0
715.3745594,4292.247356,0,0,0,0
193.2739131,4252.026088,0,6,0,0
115.7945154,2431.684823,0,4,0,0
442.7451543,0,0,0,0,0
62.96519338,1133.373481,0,0,0,0
348.6578519,9413.762001,0,0,0,0
203.5552844,1628.442275,0,2,0,0
465.4841351,11637.10338,0,0,1,0
742.8205675,15599.23192,0,0,0,0
920.6787237,0,0,0,1,0
334.5756553,7695.240072,0,0,0,0
779.8859112,15597.71822,0,0,0,0
208.1895428,4580.169942,0,2,0,0
135.0953012,1621.143614,0,0,0,0
641.7236824,18609.98679,0,0,0,0
734.4918015,1468.983603,0,0,0,0
773.8973174,20895.22757,0,0,0,0
994.0607738,15904.97238,0,0,0,0
328.9073055,9209.404554,0,0,0,0
327.7800332,1311.120133,0,1,0,0
40.24518257,120.7355477,0,0,0,0
266.89849,533.79698,0,0,0,0
357.2723062,714.5446124,0,0,1,0
158.4641409,2060.033832,0,0,0,0
751.0705198,21781.04507,0,0,0,0
734.9744037,7349.744037,0,0,0,0
685.2157805,685.2157805,0,0,0,0
582.4438585,8154.214019,0,0,0,0
338.0616937,338.0616937,0,4,1,0
354.2020177,4250.424212,0,0,0,0
880.3143529,4401.571765,0,5,0,0
473.2755808,7099.133712,0,0,1,0
904.7367691,23523.156,0,0,0,0
159.8413854,159.8413854,0,2,1,0
126.8518887,3298.149106,0,0,0,0
101.4919157,1623.870651,0,0,0,0
888.4004575,10660.80549,0,0,0,0
641.7271777,8984.180488,0,6,0,0
513.1296405,4105.037124,0,0,0,0
409.9123233,0,0,0,0,0
840.0193242,7560.173918,0,0,0,0
328.0947104,5577.610077,0,3,0,0
189.533276,3411.598968,0,0,0,0
771.3216886,7713.216886,0,0,0,0
996.5854392,5979.512635,0,0,0,0
774.0721122,3870.360561,0,0,0,0
427.0121119,12383.35125,0,0,0,0
906.9704234,9976.674657,0,0,0,0
182.6126988,730.4507952,0,0,0,0
86.86921083,347.4768433,0,0,0,0
320.0961413,3841.153696,0,0,0,0
526.1989489,13154.97372,0,0,1,0
760.151433,22044.39156,0,0,0,0
653.1844167,18942.34808,0,0,0,0
143.8800343,2014.32048,0,1,0,0
391.5223193,1174.566958,0,0,0,0
613.327805,14719.86732,0,0,1,0
943.094139,13203.31795,0,0,0,0
616.3784603,5547.406143,0,0,1,0
261.0407231,5220.814462,0,0,0,0
869.124003,23466.34808,0,0,0,0
756.1189178,3024.475671,0,0,0,0
827.5996395,20689.99099,0,4,0,0
377.9900632,4535.880758,0,0,0,0
523.6394888,12043.70824,0,0,0,0
301.400302,7836.407852,0,0,0,0
905.7103458,17208.49657,0,0,0,0
885.4964678,4427.482339,0,0,0,0
341.5525558,2732.420446,0,4,1,0
251.89418,2770.83598,0,2,1,0
944.341145,16998.14061,0,0,0,0
196.4638971,196.4638971,0,0,0,0
984.7940259,25604.64467,0,0,0,0
92.64918696,92.64918696,0,0,0,0
853.1448143,6825.158514,0,0,0,0
561.3105881,12348.83294,0,0,0,0
983.8705044,9838.705044,0,0,0,0
201.5703129,4837.68751,0,0,0,0
702.6567452,7729.224197,0,0,0,0
319.9116166,0,0,0,0,0
117.9261843,2122.671317,0,0,0,0
718.874477,7907.619247,0,0,0,0
33.64824404,605.6683927,0,0,0,0
340.9290136,9205.083367,0,0,0,0
742.822941,10399.52117,0,0,0,0
82.07904675,2134.055216,0,0,0,0
800.7608254,16015.21651,0,0,1,0
101.2866854,506.433427,0,3,0,0
744.7480466,744.7480466,0,0,0,0
796.9051854,19922.62964,0,0,0,0
141.2746971,4238.240913,0,0,1,0
584.9725991,584.9725991,0,0,0,0
801.7141991,8017.141991,0,0,1,0
599.1407268,5392.266541,0,0,0,0
202.3844016,2833.381622,0,0,0,0
48.42396272,581.0875526,0,0,0,0
932.1896352,12118.46526,0,0,1,0
137.7018438,3855.651626,0,0,0,0
501.6393644,1504.918093,0,0,0,0
830.7162764,22429.33946,0,0,1,0
391.9456543,2743.61958,0,0,0,0
688.2042465,7570.246712,0,0,1,0
678.1943378,8816.526391,0,0,1,0
396.465695,1189.397085,0,0,0,0
878.0915855,0,0,0,0,0
604.4478463,13902.30046,0,6,0,0
349.8045311,1749.022656,0,0,0,0
39.84206056,39.84206056,0,0,0,0
156.6446371,4699.339113,0,0,0,0
484.923986,9698.47972,0,0,0,0
811.2393405,22714.70153,0,0,1,0
935.6087981,20583.39356,0,0,1,0
866.3868295,24258.83123,0,0,0,0
5.902675552,47.22140442,0,0,0,0
260.7214424,1564.328654,0,0,0,0
538.8056809,6465.668171,0,0,1,0
498.633967,4986.33967,0,0,0,0
434.5361343,7387.114283,0,0,1,0
539.3947857,10248.50093,0,0,1,0
66.98040718,1942.431808,0,0,0,0
826.9350602,6615.480482,0,0,1,0
193.5214158,4063.949732,0,0,0,0
775.0578919,3100.231568,0,5,0,0
927.0268192,6489.187734,0,0,0,0
923.9407719,27718.22316,0,0,0,0
965.965552,28013.00101,0,0,1,0
768.3023216,0,0,0,0,0
671.2955998,12754.6164,0,0,0,0
720.1816178,14403.63236,0,0,0,0
445.4537799,4899.991579,0,0,1,0
266.0570676,4522.970149,0,0,1,0
437.3642515,5248.371018,0,0,0,0
421.7127544,2951.989281,0,0,0,0
696.2968202,2785.187281,0,0,0,0
758.2684848,1516.53697,0,0,0,0
92.38174468,646.6722128,0,0,0,0
628.5438368,13827.96441,0,0,0,0
523.9467101,14670.50788,0,0,0,0
739.2457999,5913.966399,0,0,0,0
945.0691734,12285.89925,0,0,0,0
755.8673152,18896.68288,0,1,0,0
764.5657042,13762.18268,0,0,0,0
121.1687524,2302.206296,0,0,1,0
241.2103363,3376.944708,0,0,0,0
453.2414563,906.4829126,0,0,0,0
956.1507819,22947.61877,0,0,0,0
525.4060018,12609.74404,0,0,1,0
221.2459087,4424.918174,0,0,0,0
660.2728699,7923.274439,0,0,0,0
208.7059799,4174.119598,0,0,1,0
756.2718055,5293.902639,0,0,0,0
410.0125387,9840.300929,0,0,0,0
159.1736746,1591.736746,0,0,0,0
899.7438785,899.7438785,0,0,0,0
344.0719676,3440.719676,0,0,0,0
577.943551,13292.70167,0,0,0,0
965.4525455,25101.76618,0,0,0,0
587.7956095,13519.29902,0,0,0,0
676.0535665,0,0,0,0,0
843.5411337,18557.90494,0,0,0,0
606.4889114,7884.355848,0,1,0,0
381.8999993,11075.09998,0,0,0,0
205.1370739,2461.644887,0,0,0,0
560.5742367,15696.07863,0,0,0,0
68.95413406,1792.807486,0,0,0,0
640.9126213,4486.388349,0,0,0,0
969.6767987,1939.353597,0,0,0,0
943.16751,24522.35526,0,0,0,0
751.6452784,21046.0678,0,0,0,0
474.3663963,13756.62549,0,0,0,0
148.440737,742.203685,0,0,0,0
714.7537621,12865.56772,0,0,0,0
316.8373062,1584.186531,0,1,0,0
182.1339083,3460.544258,0,6,0,0
319.231867,3192.31867,0,0,0,0
396.7555192,5157.82175,0,0,0,0
398.2019538,9556.846891,0,0,0,0
232.0971785,6266.62382,0,0,0,0
277.6728051,5553.456102,0,0,0,0
811.7488421,5682.241895,0,3,1,0
882.4089183,10588.90702,0,0,0,0
901.5309049,0,0,0,0,0
46.76589088,748.2542541,0,0,0,0
392.8161797,10213.22067,0,0,0,0
181.8824499,1636.942049,0,0,0,0
977.9319849,10757.25183,0,0,0,0
41.55770087,83.11540174,0,0,0,0
678.5232437,4071.139462,0,0,0,0
372.6305921,5589.458882,0,0,0,0
799.5778281,19989.4457,0,3,0,0
484.5251802,7267.877703,0,0,0,0
946.4600977,6625.220684,0,0,0,0
319.9636238,8639.017843,0,0,0,0
371.9186482,4091.10513,0,1,0,0
273.716033,0,0,0,1,0
159.4396107,0,0,0,0,0
788.7822187,8676.604406,0,0,0,0
846.2701439,19464.21331,0,0,1,0
168.7113566,2193.247636,0,0,0,0
441.0135639,2205.06782,0,0,0,0
744.6895868,17872.55008,0,0,0,0
760.6500406,13691.70073,0,0,0,0
810.630845,0,0,0,0,0
524.936102,2624.68051,0,0,1,0
647.4947768,17482.35897,0,0,0,0
122.8653348,1720.114687,0,6,0,0
845.8661252,16917.3225,0,0,0,0
782.1991967,0,0,0,0,0
910.9723222,25507.22502,0,0,0,0
658.7874267,5929.08684,0,0,0,0
991.579151,8924.212359,0,0,0,0
871.8060259,6974.448207,0,0,0,0
327.4163952,8185.40988,0,0,0,0
429.0086695,11583.23408,0,6,0,0
779.4119429,5455.8836,0,0,1,0
144.5084207,2745.659993,0,0,0,0
27.36498221,82.09494663,0,0,1,0
495.2767375,3466.937163,0,0,0,0
310.8834545,5906.785636,0,1,0,0
250.2927395,4505.269311,0,0,0,0
688.0657549,11009.05208,0,3,0,0
781.4563208,21099.32066,0,0,0,0
256.6175924,7698.527772,0,0,0,0
352.9046012,8469.710429,0,0,1,0
338.7124806,10161.37442,0,0,0,0
58.28018867,1573.565094,0,3,0,0
343.7332555,2062.399533,0,0,0,0
657.1224342,1971.367303,0,0,0,0
422.6235945,0,0,2,0,0
756.9665502,2270.899651,0,0,0,0
